,abilita,acc,access,accesso,accus,activ,addit,address,affect,age,ambulatori,amend,anagrafica,analysi,annulla,applic,appoint,assign,attribut,authent,averag,beat,biolog,birth,blood,book,box,btn,calcul,cancel,cap,card,carri,cartella,certif,chang,charact,check,choic,chronolog,citi,class,clin,clinic,clinica,codic,complet,complianc,concern,conclud,conduct,confirm,consid,contact,correct,creat,creation,criteria,data,databa,date,dati,day,deal,decid,deem,defin,del,delet,dell,descript,detail,dettag,diagnosi,diagnost,dioptr,displac,display,dispo,doctor,draw,easi,edit,elenco,elimin,elimina,enabl,enter,error,esam,esami,esegui,evalu,event,examin,execut,fail,failur,field,find,finish,fiscal,folder,form,function,gap,generat,gestion,grid,ground,gui,guid,handler,hc,heart,held,highlight,histori,hospit,ica,identifi,ill,implement,includ,inclus,indic,input,insert,instrument,invalid,issu,ital,laboratori,laboratorio,leav,list,locat,log,login,logout,main,manag,mask,medi,medic,medici,medicin,medico,meet,memori,messag,method,modif,modifi,modifica,monitor,nb,note,notifi,notifica,numer,observ,obtain,occur,op,oper,option,organ,outpati,panel,paramet,parametri,password,patholog,patient,paz,pazient,pend,perform,person,physician,piani,piano,pin,plan,possess,prenota,prenotaz,prenotazion,prenotazioni,prescrib,pressur,prima,princip,print,printer,procedur,proceed,process,proper,provid,provinc,realiz,reason,receiv,recogn,record,recruit,refer,regist,registr,reinsert,relat,remain,rememb,rent,report,repr,request,requir,reserv,resid,resoconto,retriev,review,ricontrollata,risultati,ritorna,run,save,search,select,seleziona,send,seq,sequenc,serv,servic,set,settiman,sex,signatur,special,specif,stampa,start,step,storag,store,subject,success,successo,summari,support,surnam,survey,tabular,task,tax,tb,telephon,tempi,test,therapi,time,tipo,tower,train,transfer,type,uc,undergon,underpin,undo,updat,uscita,user,val,valid,valida,valu,vat,verifi,version,view,visit,visita,visualizza,week,zip
5.txt,0,0,0,0,0,0.0115139493886669,0.0271654520987069,0.0543309041974138,0.0322967021050329,0.0271654520987069,0,0,0.164427115606679,0,0,0,0,0,0,0,0,0,0,0.0968901063150986,0,0,0,0,0,0.0119289117990034,0,0,0,0,0.0461998819359202,0.0986562693640074,0.0303458913915552,0,0,0,0,0,0,0,0,0,0.0286560222867974,0,0,0,0,0.0256040634848649,0,0,0.0692080429089042,0,0,0,0.049978785194194,0,0,0,0,0.0410686319295943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142362311484226,0,0.238609109546832,0,0,0,0,0,0,0,0.0258320916298907,0,0,0,0,0,0,0,0.0247158867643391,0,0.0137398844083667,0.0246259203689264,0,0.0303458913915552,0,0,0.0183935222741455,0,0,0,0,0,0,0,0,0,0,0,0,0.0322967021050329,0,0,0,0,0,0,0,0.0246259203689264,0,0,0.036787044548291,0,0.0450236284658563,0,0.0322967021050329,0,0,0,0,0,0,0,0,0,0,0.00472689549238335,0,0,0,0,0,0,0,0.0170601618053293,0,0.0322967021050329,0.0215739615669938,0,0,0.0322967021050329,0.0286560222867974,0.0164427115606679,0,0,0,0,0,0.0152914437248938,0.0478473010507891,0.0303458913915552,0,0.00997810108552575,0,0,0,0,0,0,0,0,0,0,0.0346040214544521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543309041974138,0,0,0,0.0123579433821696,0,0,0,0,0,0,0,0.0346040214544521,0.0322967021050329,0,0,0,0,0,0,0.0322967021050329,0,0,0,0,0,0,0.0215739615669938,0,0,0.0317079810887299,0,0,0,0,0,0.0137398844083667,0,0,0.0322967021050329,0,0.0461998819359202,0,0,0,0,0,0,0,0.0230278987773338,0,0,0,0.0346040214544521,0,0,0,0.0303458913915552,0,0.0303458913915552,0,0,0,0,0,0,0,0,0,0.0137398844083667,0,0.0246259203689264,0,0.0258320916298907,0,0.0346040214544521,0.0152914437248938,0,0,0,0,0.0191168745565312,0,0.0147459962454878,0,0,0,0,0.0322967021050329
6.txt,0,0,0,0,0,0.0182304198653893,0,0,0,0,0,0,0.208274346435127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188874436817553,0,0,0,0,0,0.0260342933043908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405397671843694,0,0,0,0,0,0,0.0296749037090527,0,0,0,0,0,0,0,0,0,0.252357378406414,0,0,0.0356437058688029,0,0,0,0,0,0,0,0.314831463985403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027011922858438,0.0587002310653054,0,0.021754816979914,0,0,0.0480476613699625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655526651412884,0,0,0,0,0,0,0,0,0,0.0149685023925473,0,0.0453720352874292,0,0,0,0,0,0,0,0,0.0341587724810736,0,0,0,0,0.0260342933043908,0,0,0,0,0,0.0242114525644151,0.0662884483307808,0,0,0.0157986600520824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592609241763181,0,0,0,0,0,0,0,0.0195667436884351,0,0,0,0.0480476613699625,0,0,0,0.0547897006362158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753064550857335,0,0,0,0,0,0.021754816979914,0,0,0,0,0,0,0,0,0,0,0,0,0.0364608397307785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021754816979914,0,0,0,0,0,0,0.0242114525644151,0,0,0,0,0,0,0.023347827388689,0,0,0,0,0
7.txt,0,0,0.0078396630884298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955474293872193,0,0,0,0,0,0,0,0,0,0.0277529784711507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297843187476999,0,0,0,0,0,0,0.0290692934292761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751392661219132,0,0,0,0,0,0,0,0,0.0575022671660134,0.0870772763407123,0.0319662616847716,0.0572929575930123,0,0,0,0,0.0427930926378079,0.0870772763407123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955474293872193,0,0,0,0,0,0,0.0855861852756159,0,0,0,0,0,0,0,0,0,0.0870772763407123,0.126402511806228,0,0.0870772763407123,0,0.0219945341278246,0,0,0,0,0,0,0,0.0396909886899498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125232986933953,0,0,0,0,0,0,0.214970879212037,0,0,0,0,0,0.0706006452783122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575022671660134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026787555720572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572929575930123,0,0,0,0.080507315220562,0,0.2313047490505,0,0,0,0.0444759938662155,0,0.0343070116731757,0,0,0,0,0
8.txt,0,0,0,0,0.0328214349284223,0.0100968479254464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04051374262073,0.0360140310767211,0,0.0360140310767211,0,0,0,0,0.010460738039126,0,0,0.0238220118404045,0,0,0.0144189932147395,0,0,0,0,0,0,0,0.0378374095174969,0,0,0,0,0.0360140310767211,0.0238220118404045,0,0.0112263970664407,0,0,0,0,0,0,0.0493059938550414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606901299355006,0,0.0360140310767211,0,0,0,0.0174368195438069,0,0,0,0,0,0,0,0.0226527572754426,0,0,0,0,0.0303450649677503,0,0.0748022479156746,0.0108369657351333,0,0.0120488217119524,0.0215950378619816,0,0,0,0.0431900757239631,0.0161297041480968,0,0,0,0,0,0,0,0,0,0,0.04051374262073,0.0606901299355006,0,0.0328214349284223,0,0,0,0.0360140310767211,0,0,0.0215950378619816,0.0360140310767211,0.0863801514479263,0.0645188165923874,0.0656428698568446,0.0197411294042601,0,0,0.0181530457314337,0,0,0,0,0,0,0,0,0,0.00414512373947463,0,0.0502582544722293,0,0.0328214349284223,0,0,0,0.0149604495831349,0,0,0,0,0,0,0,0.0144189932147395,0,0,0.0328214349284223,0,0,0.0134094198818299,0.0576928033823938,0,0,0.0175000542115375,0,0,0,0,0,0.0186312674320986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502582544722293,0.0360140310767211,0,0,0,0,0,0,0,0,0,0,0,0.0303450649677503,0.0303450649677503,0.0108369657351333,0.0825176627684229,0.0360140310767211,0,0,0.131285739713689,0,0,0,0,0,0,0,0,0.0134094198818299,0,0,0,0,0,0,0,0,0.0189187047587484,0,0,0,0,0,0,0,0,0.0120488217119524,0.0155296848250101,0,0,0,0,0,0,0,0,0,0.0502582544722293,0.04051374262073,0.0100968479254464,0,0,0,0,0.0328214349284223,0,0,0,0,0,0,0.0566434467688269,0.0328214349284223,0.0206294156921057,0,0,0,0,0,0.0120488217119524,0,0.0215950378619816,0,0,0,0.0303450649677503,0.0134094198818299,0,0,0.0606901299355006,0,0.0167640284572659,0,0.00646555219994464,0.108860649179498,0,0,0,0
9.txt,0,0,0,0,0.0257035333776801,0.00790717006209654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317276297632223,0.0282037592769503,0,0.0282037592769503,0,0,0,0,0.00819214424750833,0,0,0.0186557924051361,0,0,0.124211809018539,0,0,0,0.0221796628914081,0,0,0,0.0296317062486421,0,0,0,0,0.0282037592769503,0.0186557924051361,0,0.0175835134775578,0,0,0,0,0,0,0.0600648653388054,0,0,0,0,0,0,0,0,0,0.0364854041069515,0,0,0,0,0.0475284150097294,0,0.0282037592769503,0,0,0,0.0136553406065958,0,0,0.0309198412355881,0,0,0,0,0.0177401111193225,0,0,0,0,0.0237642075048647,0,0.128876162071584,0.00848678039498391,0,0.00943582423225186,0.0169117766389012,0,0,0,0.0338235532778025,0.0126316960195939,0,0,0,0,0,0,0,0,0,0,0.0317276297632223,0,0,0.0257035333776801,0,0,0,0.0282037592769503,0,0,0.0169117766389012,0.0282037592769503,0.0338235532778025,0.0378950880587817,0.0514070667553603,0.015459920617794,0,0,0.0142162406330505,0,0,0,0,0,0,0,0,0,0.00324618124175724,0,0.0393588739842759,0,0.0257035333776801,0,0,0,0.0117160147337804,0,0.0221796628914081,0.0148158531243211,0,0,0,0,0.011291982638049,0,0,0.0257035333776801,0,0,0.0105013529195054,0.0575032322869424,0,0,0,0,0,0,0,0,0.0145907516034507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393588739842759,0.0282037592769503,0,0,0,0,0,0,0,0,0,0,0,0.0237642075048647,0.0237642075048647,0.00848678039498391,0.0323111330117319,0.0282037592769503,0,0.0208399495098632,0.0257035333776801,0,0,0,0.0221796628914081,0,0,0,0,0.0105013529195054,0,0,0,0,0.0169117766389012,0,0,0,0.0148158531243211,0,0,0.0217753605067181,0,0,0,0,0,0.00943582423225186,0.0121618013689838,0,0,0,0,0,0,0,0.0787177479685518,0,0,0.0317276297632223,0.00790717006209654,0,0,0,0,0.0257035333776801,0,0,0,0,0,0,0.0443593257828162,0.0257035333776801,0.0161555665058659,0,0,0,0,0,0.00943582423225186,0,0.0169117766389012,0,0.035480222238645,0,0,0.0105013529195054,0,0,0.0475284150097294,0,0.0131284560207504,0,0.0101267685059374,0.127878473433748,0,0,0,0
114.txt,0,0,0.0243128791982949,0,0,0,0,0,0,0,0,0,0,0,0.0413517283632266,0,0,0,0.0090151606204717,0,0,0,0,0,0,0,0,0.0686337312173774,0,0,0,0.111830067562312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184738179574341,0,0,0,0,0,0,0.0090151606204717,0,0,0,0,0,0,0,0,0,0.0255551775601432,0,0.0540909637228302,0,0,0,0,0,0,0.0205434221635465,0,0,0,0,0,0,0,0,0,0,0.118527190885411,0,0,0.0666681840594291,0,0.0784015579557617,0,0,0,0,0,0,0,0,0,0,0,0,0.0474549143776238,0,0,0,0.0369476359148683,0.0540099562113279,0,0,0,0,0,0,0.106608414761681,0,0,0,0.0413517283632266,0,0.0355361382538937,0,0,0.0796276533893388,0,0,0,0,0,0,0,0,0,0,0.117602336933643,0.0592635954427056,0,0.0356659631789197,0.0204632690936089,0,0,0,0,0,0,0,0.0246184613393359,0.0090151606204717,0,0,0,0,0,0,0,0,0.0666681840594291,0,0,0,0,0,0,0,0,0.172161003090752,0,0,0,0,0.0408787302307648,0,0,0,0,0,0,0,0,0.177790786328117,0,0,0,0,0,0,0,0,0,0,0,0,0.0355361382538937,0,0.0499349170355385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360606424818868,0,0,0,0.0255551775601432,0,0,0,0,0.0166150662064307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265425511297796,0,0,0,0,0,0,0,0,0.0573870010302507,0,0,0,0,0.0090151606204717,0.0106395162783899,0,0,0,0,0
115.txt,0.0468182403997374,0,0.0499386538732978,0.0468182403997374,0,0,0,0,0,0,0,0,0.0187446911791614,0,0,0.052667865406949,0,0,0.00712197689017264,0,0,0,0,0,0,0,0.0368182403997375,0.0722941968823042,0,0,0,0,0,0.0788971689161508,0,0,0,0,0.052667865406949,0,0,0,0.052667865406949,0.0983772647454919,0.042667865406949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142439537803453,0,0,0.024594316186373,0,0,0,0,0,0,0,0,0.0498538382312085,0.0769904046766143,0,0,0,0,0,0.0162293035092018,0,0,0,0.042667865406949,0,0,0,0,0.0368182403997375,0,0,0,0,0,0,0.123874461570104,0,0,0,0,0,0,0,0,0.0842206476617281,0.0419372307850518,0,0,0.0749787647166456,0,0,0,0.014594316186373,0.042667865406949,0,0,0,0,0,0,0,0.052667865406949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468182403997374,0,0,0,0,0,0.042667865406949,0.0563522218226932,0.00538866086131702,0,0,0,0,0,0,0,0,0.00712197689017264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403677461028802,0,0.028073549220576,0,0,0.0394485844580754,0,0,0,0,0,0,0,0,0,0.0268182403997375,0,0,0,0.0309686153925259,0,0,0.028073549220576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672729615989498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201885902725132,0,0,0.0356098844508632,0,0,0,0,0,0,0,0,0.0131259023030803,0,0,0,0,0,0,0.014594316186373,0,0,0,0,0,0,0,0,0.042667865406949,0,0,0,0,0,0,0,0,0.0394485844580754,0,0,0.022667865406949,0,0,0,0,0.00712197689017264,0.0168104357198561,0,0,0,0,0
116.txt,0,0,0.0288107618499795,0,0,0,0,0,0,0,0,0,0.281170367687421,0,0,0,0,0,0.0178049422254316,0,0,0,0,0,0,0,0,0.0451838730514401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712197689017264,0,0,0.0614857904659324,0,0,0,0,0,0,0,0,0.0712197689017264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729715809318649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106669663517373,0,0,0,0.0352201386391832,0.0269433043065851,0,0,0,0,0,0,0,0,0.0178049422254316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113339327034745,0,0,0,0,0.0807354922057604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774215384813147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106669663517373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356098844508632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178049422254316,0.0210130446498201,0,0,0.0670456009993436,0,0
117.txt,0,0,0.0202180784912137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124946962985485,0,0,0,0,0,0,0,0,0.0317079810887299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138416085817808,0,0,0,0,0,0,0,0,0,0,0,0,0.049978785194194,0,0,0,0,0,0,0.0854173868905356,0,0,0,0,0,0.0985036814757054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182075348349331,0,0.0512081269697297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189075819695334,0,0,0,0,0,0.0692080429089042,0,0,0.0124946962985485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795363698489439,0.0692080429089042,0.0692080429089042,0,0,0.0849847286376425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141148633682829,0,0,0,0.0543309041974138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177034109470921,0,0,0,0,0,0,0.0748559042227176,0,0,0.184799527743681,0,0,0,0,0,0,0,0.0708371588509234,0,0,0.024989392597097,0,0,0,0.0354185794254617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036787044548291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124946962985485,0,0.0206898894639397,0,0.0470495445609429,0,0
118.txt,0,0,0.0220772121455782,0,0,0,0,0,0,0,0,0,0.0430912440900262,0,0,0,0,0,0.00818618033353177,0,0,0,0,0,0,0,0,0.0415483890128185,0,0,0,0,0,0.13602960157957,0,0,0,0,0,0,0,0,0,0.056538657899708,0.14713057036879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163723606670635,0,0,0.084807986849562,0,0,0.0355961096465815,0,0,0,0,0,0.0491170820011906,0.0884947180190969,0.107628138849971,0,0,0,0,0.0186543718496572,0,0,0,0,0,0.0645368947599449,0,0,0,0,0,0,0,0,0,0.0355961096465815,0,0,0,0,0,0,0,0,0.0645368947599449,0.0241018567730183,0,0,0.0215456220450131,0,0.0397635818234172,0,0.0503252282288723,0,0,0,0,0,0,0,0,0,0,0,0.0375492705827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490435234562632,0.0161931671904291,0.0185815891769552,0,0,0,0,0,0,0,0,0.00818618033353177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130275088545684,0,0,0,0,0.0649595914299222,0,0.0322684473799725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355961096465815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490435234562632,0,0,0,0.0207741945064092,0,0,0,0,0,0,0,0,0,0.0327447213341271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00818618033353177,0.0289835098618208,0.0813326689272112,0.0355961096465815,0.0616511273557183,0,0
119.txt,0,0,0.0260436265310549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120711472714791,0,0,0,0,0,0,0,0,0.0918994028164884,0,0,0,0,0.0524891786313998,0.06686200755606,0,0,0,0,0,0,0,0,0,0.0416852816718186,0.0723184159439814,0,0,0,0.158705899660127,0,0,0,0,0,0,0.0553692634016085,0,0,0.0362134418144372,0,0,0.0833705633436372,0,0,0,0,0,0,0,0,0.0603557363573953,0.0869948075441969,0.0793529498300635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624037972876906,0,0,0,0.0659274049426284,0,0,0,0,0,0,0,0.0475822868145357,0.0355400260890269,0,0,0,0,0,0,0.0494722582588914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00913332349375766,0,0,0,0,0,0,0,0,0.0120711472714791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153680443436942,0,0,0,0,0.0273679634595798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475822868145357,0,0,0.0723184159439814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362134418144372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120711472714791,0.0142461319659797,0.119931223672328,0.157467535894199,0,0,0
120.txt,0,0,0.0264926545746938,0,0,0,0,0,0,0,0,0,0,0,0.05632390587405,0,0,0,0.0122792705002977,0,0,0,0,0,0,0,0.0634797248271335,0.0623225835192277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042403993424781,0,0,0,0,0,0,0,0.0251626141144362,0,0,0,0,0,0,0.0122792705002977,0,0,0.042403993424781,0,0,0,0,0,0,0,0,0.0613963525014883,0,0,0,0,0,0,0,0,0,0,0.0735652851843948,0,0,0,0,0,0.0507734214794403,0.161442208274957,0,0,0.0908066644947397,0,0.106788328939744,0,0,0,0,0,0,0,0,0,0,0,0,0.0323184330675197,0,0,0,0.0251626141144362,0.0735652851843948,0,0,0,0,0,0,0,0,0,0,0.05632390587405,0,0,0,0,0,0,0,0,0,0,0,0.0807211041374784,0,0,0,0.213576657879489,0.0807211041374784,0,0.0485795015712872,0.00929079458847762,0,0,0,0,0,0,0,0.0335320421690955,0.0122792705002977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470223475843962,0,0,0,0.0781650531274104,0,0,0,0,0.013919912449269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13602960157957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036837811500893,0,0,0,0.0348079142629537,0,0,0,0,0.0226308660397936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117247579691116,0,0,0,0,0.0122792705002977,0,0,0,0,0,0
121.txt,0.03869276066094,0,0.0539705731624961,0.03869276066094,0,0,0,0,0,0,0,0,0.0309829606267131,0,0,0.0435271614933463,0,0,0.00588593131419226,0,0,0,0,0,0,0,0.0304282978510227,0.0597472701506646,0,0,0,0,0,0.0326021359157648,0,0,0,0,0.0435271614933463,0,0,0,0.0435271614933463,0.0406517622915256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00588593131419226,0,0,0,0,0,0,0,0,0,0,0,0.0588593131419226,0,0,0,0,0,0,0.0134126475282659,0,0.0374675461271885,0,0.0352626986834289,0,0,0,0,0,0,0,0,0,0,0,0.179157279130315,0,0,0,0,0,0,0,0,0.0232012803475835,0.0346588684173982,0,0,0.108440362193496,0,0,0,0.0120614183358454,0.0352626986834289,0,0,0,0,0,0,0,0.0435271614933463,0,0,0,0,0,0,0,0,0,0,0,0,0.0390065445468824,0,0.03869276066094,0,0,0,0,0,0.0352626986834289,0.128073231415212,0.00445343872836117,0,0,0,0,0,0,0,0,0.00588593131419226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338094565276237,0,0,0.0188017111363626,0,0,0,0,0,0.00667235472774879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221638350411053,0,0,0.0435271614933463,0.0255938970186164,0,0,0.046402560695167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203258811457628,0,0,0,0.0555974889247519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412015191993459,0,0,0,0.0166847853491844,0,0,0,0,0,0,0,0,0,0,0,0.0120614183358454,0,0,0,0,0,0,0,0,0.0352626986834289,0,0,0,0,0,0,0,0,0.0326021359157648,0,0,0.0187337730635942,0,0,0,0,0.00588593131419226,0.00694646104126284,0.0194929537098275,0.0255938970186164,0,0,0
122.txt,0,0,0.0139688542302931,0,0,0,0,0,0,0.0563065734409562,0,0,0.170406283446922,0,0,0,0,0,0.012949048891223,0,0,0,0,0,0,0,0,0.0985829957485966,0,0,0,0,0.0563065734409562,0,0,0.0340812566893844,0,0,0,0,0,0.0775779371035436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012949048891223,0,0,0.0447169385206781,0,0,0,0,0.0775779371035436,0,0.0367065277682057,0,0.0388471466736689,0,0,0,0,0,0,0.029507824562185,0,0.123642902219722,0,0,0,0,0,0.0717246990146825,0,0,0,0,0,0,0,0,0.0353610626510462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796053610165798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510428167646837,0,0,0,0,0,0.128721597004712,0.0851240734540681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353610626510462,0.012949048891223,0,0,0.0851240734540681,0,0,0,0.0340812566893844,0.0669422552722499,0,0,0,0,0,0.0247936014535907,0,0,0,0.0824286014798146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153128450294051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012949048891223,0,0,0,0.110119583304617,0,0,0,0,0.0238652769146914,0.0669422552722499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012949048891223,0,0,0,0,0,0
123.txt,0,0,0.0307314793066448,0,0,0,0,0,0,0,0,0,0.149957529433291,0,0,0,0,0,0.0142439537803453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983772647454919,0,0,0,0,0,0,0,0,0.0712197689017264,0.0513269364510762,0,0,0,0,0,0,0,0,0,0,0,0.112294196882304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105335730813898,0.0691886323727459,0,0.0583772647454919,0,0,0,0,0,0,0,0,0,0,0,0.065335730813898,0,0,0,0,0,0,0,0,0,0.235989594508638,0.280909442398425,0,0,0,0,0,0,0,0.0281761109113466,0.0215546434452681,0,0,0,0,0,0,0,0,0.0142439537803453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105335730813898,0,0.045335730813898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138377264745492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561470984411521,0,0,0,0,0,0,0,0.0361470984411521,0,0,0,0,0,0,0,0,0,0.0427318613410358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142439537803453,0.0336208714397121,0,0,0.10727296159895,0,0
